zh-CN	简体中文
Audio_Characters/SUNNY/JUMPS/SUNNY_JUMP_11	EFO_SN_Misc_02_23_zh-CN
Audio_Characters/SUNNY/JUMPS/SUNNY_JUMP_12	EFO_SN_Misc_02_28_zh-CN
Audio_Characters/SUNNY/JUMPS/SUNNY_JUMP_13	EFO_SN_Misc_02_29_zh-CN
Audio_Characters/SUNNY/JUMPS/SUNNY_JUMP_14	EFO_SN_Misc_02_zh-CN
Audio_Characters/SUNNY/KICKS/SUNNY_KICK_01	SUNNY_KICK_01_v1_zh-CN
Audio_Characters/SUNNY/LANDING/SUNNY_LANDING_01	EFO_SN_Misc_02_03_zh-CN
Audio_Characters/SUNNY/LANDING/SUNNY_LANDING_02	EFO_SN_Misc_02_04_zh-CN
Audio_Characters/SUNNY/LANDING/SUNNY_LANDING_03	EFO_SN_Misc_02_06_zh-CN
Audio_Characters/SUNNY/LANDING/SUNNY_LANDING_04	EFO_SN_Misc_02_10_zh-CN
Audio_Characters/SUNNY/LANDING/SUNNY_LANDING_05	EFO_SN_Misc_02_14_zh-CN
Audio_Characters/SUNNY/MAGIC/SUNNY_MAGIC_01	EFO_SN_Minigame_01_zh-CN
Audio_Characters/SUNNY/MAGIC/SUNNY_MAGIC_02	EFO_SN_Minigame_03_zh-CN
Audio_Characters/SUNNY/MAGIC/SUNNY_MAGIC_03	EFO_SN_Misc_01_zh-CN
Audio_Characters/SUNNY/MAGIC/SUNNY_MAGIC_04	EFO_SN_Misc_09_02_zh-CN
Audio_Characters/SUNNY/MAGIC/SUNNY_MAGIC_05	EFO_SN_Misc_09_04_zh-CN
Audio_Characters/SUNNY/MAGIC/SUNNY_MAGIC_06	EFO_SN_Unycicling_02_zh-CN
Audio/AUDIO	EFO_SN_Menu_05_zh-CN
Audio/CONTROLS_AUDIO	EFO_SN_Menu_06_zh-CN
Audio/EXIT	EFO_SN_Menu_04_zh-CN
Audio/HITCH_GO	efo_hc_minigame_06_go_zh-CN
Audio/HITCH_ONE	efo_hc_minigame_06_1_zh-CN
Audio/HITCH_THREE	efo_hc_minigame_06_3_zh-CN
Audio/HITCH_TWO	efo_hc_minigame_06_2_zh-CN
Audio/IZZY_GO	efo_iz_minigame_06_go_zh-CN
Audio/IZZY_ONE	efo_iz_minigame_06_1_zh-CN
Audio/IZZY_THREE	efo_iz_minigame_06_3_zh-CN
Audio/IZZY_TWO	efo_iz_minigame_06_2_zh-CN
Audio/LANGUAGE	EFO_SN_Menu_14_zh-CN
Audio/MAIN_VOLUME	EFO_SN_Menu_09_zh-CN
Audio/MENU_VOLUME	EFO_SN_Menu_13_zh-CN
Audio/MINIGAMES_AUDIO	EFO_SN_Menu_02_zh-CN
Audio/MUSIC_VOLUME	EFO_SN_Menu_10_zh-CN
Audio/PIPP_GO	efo_pp_minigame_06_go_zh-CN
Audio/PIPP_ONE	efo_pp_minigame_06_1_zh-CN
Audio/PIPP_THREE	efo_pp_minigame_06_3_zh-CN
Audio/PIPP_TWO	efo_pp_minigame_06_2_zh-CN
Audio/PLAY	EFO_SN_Menu_01_zh-CN
Audio/SAVED_GAMES	EFO_SN_Menu_08_zh-CN
Audio/SETTINGS_AUDIO	EFO_SN_Menu_03_zh-CN
Audio/SFX_VOLUME	EFO_SN_Menu_12_zh-CN
Audio/SPROUT_GO	efo_sprout_minigame_06_go_zh-CN
Audio/SPROUT_ONE	efo_sprout_minigame_06_1_zh-CN
Audio/SPROUT_THREE	efo_sprout_minigame_06_3_zh-CN
Audio/SPROUT_TWO	efo_sprout_minigame_06_2_zh-CN
Audio/VOICE_VOLUME	EFO_SN_Menu_11_zh-CN
Audio/ZIPP_GO	efo_zp_minigame_06_go_zh-CN
Audio/ZIPP_ONE	efo_zp_minigame_06_1_zh-CN
Audio/ZIPP_THREE	efo_zp_minigame_06_3_zh-CN
Audio/ZIPP_TWO	efo_zp_minigame_06_2_zh-CN
